4147.37	9.2533884e-07
3947.37	3.0641024e-06
3647.37	5.4278627e-07
3547.37	1.8601091e-07
3447.37	1.97097e-07
3687.37	3737.5505
3507.37	1.4294963e-06
3627.37	3517.354
3727.37	3599.4856
3647.37	3595.0225
3567.37	3513.509
3387.37	3310.2317
5827.37	1.799511e-06
5847.37	4.2107317e-06
5867.37	1.7151574e-06
5827.37	7.496115e-08
5847.37	5912.6104
5387.37	5331.84
5167.37	5081.979
5367.37	4.8393506e-08
5227.37	3.3678255e-08
5107.37	5164.6846
5247.37	1.7960468e-09
5167.37	9.231219e-10
4967.37	1.8486016e-08
3907.37	2.4923446e-07
4007.37	1.1911106e-08
4627.37	3.9969816e-10
4087.37	4177.4277
4107.37	2.031475e-09
3767.37	3673.394
3707.37	1.5742478e-07
3987.37	1.0671361e-08
3927.37	3873.886
3747.37	3808.5498
3907.37	3833.9165
4287.37	1.6874707e-10
3867.37	3812.681
3647.37	1.0200924e-05
3727.37	1.5813552e-07
3747.37	1.1562453e-07
3387.37	1.7423915e-08
4307.37	5509.4004
5387.37	5333.057
5167.37	3.2957784e-10
5147.37	1.0726602e-08
4987.37	1.2529338e-07
4067.37	1.2862009e-09
3687.37	1.17779905e-07
4187.37	4.533864e-10
4127.37	4049.226
4187.37	9.202334e-08
3947.37	1.7143671e-05
3747.37	3.528674e-06
3647.37	3697.385
3607.37	1.1626752e-06
3487.37	2.6258738e-07
3847.37	2.107145e-06
3747.37	3650.1648
3727.37	8.630767e-07
3487.37	1.5513407e-07
3527.37	3642.2534
3447.37	4.7231865e-08
3567.37	1.6247415e-07
3387.37	3.0832518e-06
3547.37	3.8038158e-06
3967.37	3.5644982e-07
3687.37	3627.2827
3667.37	3.382902e-06
3807.37	4.9437216e-07
3587.37	3533.7417
3867.37	2.568981e-06
4187.37	4.870229e-07
3667.37	3757.9844
3647.37	1.811261e-06
3747.37	3.485681e-06
3787.37	8.494868e-08
3687.37	3739.0571
3827.37	3772.7883
3887.37	3828.911
3827.37	1.2867267e-07
3727.37	5.21693e-07
3867.37	4.0615225e-07
5327.37	2.5264988e-09
5247.37	1.8929958e-09
5027.37	2.1015287e-09
4887.37	4.2427146e-06
3587.37	3535.836
3667.37	8.629406e-08
3667.37	3.5936036e-08
5147.37	5198.0645
5007.37	1.4220994e-08
4227.37	5425.375
4207.37	5426.69
4207.37	5425.8667
4207.37	5424.283
4227.37	5421.037
4247.37	5445.504
4287.37	5484.055
4287.37	5505.7324
4307.37	5521.4067
4307.37	5531.251
4327.37	5527.511
5267.37	1.35264075e-08
5207.37	5121.8657
4927.37	6.3572525e-09
3867.37	5082.1143
4947.37	2.73096e-07
3747.37	1.5009101e-09
3727.37	8.07573e-09
3687.37	2.6483804e-06
3787.37	4.2669123e-07
3887.37	1.096827e-07
3747.37	2.0292578e-07
3407.37	2.846229e-07
3787.37	3735.2327
5187.37	4.5271238e-07
5267.37	5.5485494e-10
5147.37	3949.987
4167.37	7.4212507e-09
4067.37	5267.858
4087.37	5272.291
4087.37	5270.2637
5107.37	9.632315e-10
5087.37	5150.8306
5187.37	5.215637e-09
5267.37	5201.34
5087.37	5151.063
5027.37	5085.627
4107.37	7.343205e-08
4087.37	5.0217665e-07
4067.37	2.5006227e-07
3947.37	5146.588
3967.37	5161.371
3967.37	5165.2036
3967.37	5156.3843
5027.37	4.0959222e-08
5027.37	1.8070017e-09
3627.37	1.550734e-05
3947.37	3747.2825
3347.37	1.6707595e-06
3167.37	1.1756135e-05
3087.37	1.5368455e-06
2967.37	3788.0105
3407.37	3466.44
3427.37	7.0974016e-07
4427.37	7.629776e-10
3527.37	3581.1511
3147.37	3242.0918
3547.37	3.081408e-05
3647.37	2.2201891e-06
3387.37	3526.2725
3347.37	3485.8713
3527.37	4.3234074e-08
3387.37	1.2036278e-07
3447.37	7.5105356e-07
3487.37	3.23819e-08
3447.37	1.0481013e-08
3247.37	6.824614e-07
3227.37	3331.8916
3187.37	2.446196e-09
4947.37	1.3253594e-07
5267.37	2.606501e-09
5007.37	5066.033
4947.37	5061.8423
5047.37	5146.5244
4827.37	4880.2476
4947.37	4860.8877
5027.37	1.3926017e-08
5127.37	3946.9814
5267.37	1.2633747e-07
5347.37	1.2829359e-08
5207.37	4916.452
5147.37	5394.2188
5067.37	5250.8345
5007.37	5101.0806
4007.37	3924.0166
5047.37	4983.416
5247.37	1.2711364e-05
4847.37	4.8740265e-09
4607.37	8.3691987e-10
4587.37	1.1413907e-08
4407.37	1.421176e-07
3667.37	3782.0957
4067.37	4259.3
4387.37	4.3098367e-10
4307.37	4248.0566
4747.37	4692.241
4527.37	4453.341
4367.37	4307.9297
3847.37	3908.5137
3627.37	1.7631728e-05
2907.37	4077.117
3147.37	4315.163
3207.37	4359.2583
4687.37	3472.7693
4647.37	3444.7246
4627.37	3405.856
4307.37	1.5448629e-07
3827.37	3879.7441
3947.37	3883.7075
4027.37	3914.577
4047.37	9.45136e-10
4047.37	1.163045e-09
3887.37	3828.2903
4067.37	5.191032e-10
3987.37	4.709687e-10
4087.37	7.0207413e-09
4007.37	8.224626e-09
4127.37	1.858794e-09
3947.37	1.0987786e-09
4087.37	7.8470364e-08
3947.37	2.3643216e-09
4087.37	2.9028742e-08
3927.37	2.2365425e-09
4127.37	2.8944989e-09
3927.37	7.512658e-09
4107.37	1.454417e-08
3907.37	2.2620998e-08
4027.37	5.1996448e-08
3907.37	6.2391026e-10
